apellido1,apellido2,nivel,nombre,name
MARTINEZ,LOZADA,C,ZILA,"MARTINEZ LOZADA, ZILA"
ARMENDARIZ,RUIZ,C,MARIANA,"ARMENDARIZ RUIZ, MARIANA"
GARDUÑO,OLVERA,1,ISAIAS,"GARDUÑO OLVERA, ISAIAS"
GARCIA,HERRERA,1,JOHN,"GARCIA HERRERA, JOHN"
CACERES,DIAZ,C,LUIS,"CACERES DIAZ, LUIS"
ROJAS,GARCIA,1,JOSE,"ROJAS GARCIA, JOSE"
BONILLA,BLANCAS,1,ANGELICA,"BONILLA BLANCAS, ANGELICA"
ALVAREZ,VARGAS,1,ROGELIO,"ALVAREZ VARGAS, ROGELIO"
POBLANO,SALAS,1,CARLOS,"POBLANO SALAS, CARLOS"
CAMACHO,MARTINEZ,1,JOSE,"CAMACHO MARTINEZ, JOSE"
CANTORAL,CEBALLOS,C,JOSE,"CANTORAL CEBALLOS, JOSE"
RETA,CASTRO,1,CAROLINA,"RETA CASTRO, CAROLINA"
SOTELO,MAZON,1,OSCAR,"SOTELO MAZON, OSCAR"
HERNANDEZ,ARRIAGA,C,ISAAC,"HERNANDEZ ARRIAGA, ISAAC"
SANCHEZ,GARCIA,1,MARISOL,"SANCHEZ GARCIA, MARISOL"
STAHLHUT,ESPINOSA,1,CARLOS,"STAHLHUT ESPINOSA, CARLOS"
NOGUERA,SAVELLI,1,ELIANA,"NOGUERA SAVELLI, ELIANA"
SANCHEZ,VILLARREAL,1,ALFREDO,"SANCHEZ VILLARREAL, ALFREDO"
ALATORRE,COBOS,1,FULGENCIO,"ALATORRE COBOS, FULGENCIO"
PEREZ,ELIZALDE,1,SERGIO,"PEREZ ELIZALDE, SERGIO"
CASTILLO,JUAREZ,1,ISRAEL,"CASTILLO JUAREZ, ISRAEL"
LOPEZ,ROSAS,1,ITZEL,"LOPEZ ROSAS, ITZEL"
BURGOS,HERNANDEZ,C,MIREYA,"BURGOS HERNANDEZ, MIREYA"
MONTAÑO,ARIAS,C,SUSANA,"MONTAÑO ARIAS, SUSANA"
MARTINEZ,HERNANDEZ,1,AIDA,"MARTINEZ HERNANDEZ, AIDA"
RAMIREZ,MELLA,C,MONICA,"RAMIREZ MELLA, MONICA"
FLOTA,BAÑUELOS,C,CAROLINA,"FLOTA BAÑUELOS, CAROLINA"
VARGAS,DIAZ,C,ARELY,"VARGAS DIAZ, ARELY"
BUENO,AGUILAR,1,GRACIELA,"BUENO AGUILAR, GRACIELA"
OTERO,COLINA,1,GABRIEL,"OTERO COLINA, GABRIEL"
BARCENA,GAMA,1,JOSE,"BARCENA GAMA, JOSE"
LAGUNES,TEJEDA,1,ANGEL,"LAGUNES TEJEDA, ANGEL"
MIRANDA,COLIN,2,SALVADOR,"MIRANDA COLIN, SALVADOR"
SOTO,HERNANDEZ,3,RAMON,"SOTO HERNANDEZ, RAMON"
CETINA,ALCALA,1,VICTOR,"CETINA ALCALA, VICTOR"
VELAZQUEZ,MARTINEZ,2,ALEJANDRO,"VELAZQUEZ MARTINEZ, ALEJANDRO"
ESCALANTE,ESTRADA,2,JOSE,"ESCALANTE ESTRADA, JOSE"
LOPEZ,CASTAÑEDA,1,CANDIDO,"LOPEZ CASTAÑEDA, CANDIDO"
GONZALEZ,MUÑOZ,3,SERGIO,"GONZALEZ MUÑOZ, SERGIO"
CUCA,GARCIA,3,JUAN,"CUCA GARCIA, JUAN"
TORRES,HERNANDEZ,1,GLAFIRO,"TORRES HERNANDEZ, GLAFIRO"
PALACIOS,VELEZ,2,OSCAR,"PALACIOS VELEZ, OSCAR"
LLANDERAL,CAZARES,2,MARIA,"LLANDERAL CAZARES, MARIA"
ROMERO,NAPOLES,3,JESUS,"ROMERO NAPOLES, JESUS"
CIBRIAN,TOVAR,2,JUAN,"CIBRIAN TOVAR, JUAN"
EQUIHUA,MARTINEZ,1,ARMANDO,"EQUIHUA MARTINEZ, ARMANDO"
GONZALEZ,HERNANDEZ,2,HECTOR,"GONZALEZ HERNANDEZ, HECTOR"
VERA,GRAZIANO,2,JORGE,"VERA GRAZIANO, JORGE"
KOHASHI,SHIBATA,3,JOSUE,"KOHASHI SHIBATA, JOSUE"
GARCIA,MOYA,3,EDMUNDO,"GARCIA MOYA, EDMUNDO"
GARCIA,VELAZQUEZ,1,JOSE,"GARCIA VELAZQUEZ, JOSE"
MENDOZA,ONOFRE,3,LEOPOLDO,"MENDOZA ONOFRE, LEOPOLDO"
GONZALEZ,HERNANDEZ,3,VICTOR,"GONZALEZ HERNANDEZ, VICTOR"
CARRILLO,CASTAÑEDA,2,GUILLERMO,"CARRILLO CASTAÑEDA, GUILLERMO"
CARRILLO,Y SANCHEZ,2,JOSE,"CARRILLO Y SANCHEZ, JOSE"
NAVARRO,GARZA,2,HERMILIO,"NAVARRO GARZA, HERMILIO"
ORTEGA,ESCOBAR,1,HECTOR,"ORTEGA ESCOBAR, HECTOR"
CORTES,FLORES,1,JOSE,"CORTES FLORES, JOSE"
TELIZ,ORTIZ,3,DANIEL,"TELIZ ORTIZ, DANIEL"
LOPEZ,PERALTA,2,MARIA,"LOPEZ PERALTA, MARIA"
ETCHEVERS,BARRA,3,JORGE,"ETCHEVERS BARRA, JORGE"
PALACIOS,VELEZ,2,ENRIQUE,"PALACIOS VELEZ, ENRIQUE"
PEÑA,VALDIVIA,3,CECILIA,"PEÑA VALDIVIA, CECILIA"
VOLKE,HALLER,2,VICTOR,"VOLKE HALLER, VICTOR"
FERRERA,CERRATO,3,RONALD,"FERRERA CERRATO, RONALD"
ORTEGA,CERRILLA,2,MARIA,"ORTEGA CERRILLA, MARIA"
VILLEGAS,MONTER,1,ANGEL,"VILLEGAS MONTER, ANGEL"
SAUCEDO,VELOZ,2,CRESCENCIANO,"SAUCEDO VELOZ, CRESCENCIANO"
GARCIA,MATA,1,ROBERTO,"GARCIA MATA, ROBERTO"
CID DEL PRADO,VERA,2,IGNACIO,"CID DEL PRADO VERA, IGNACIO"
ZAVALETA,MEJIA,3,EMMA,"ZAVALETA MEJIA, EMMA"
MEJIA,CONTRERAS,1,JOSE,"MEJIA CONTRERAS, JOSE"
CARBALLO,CARBALLO,2,AQUILES,"CARBALLO CARBALLO, AQUILES"
LOPEZ,MATA,3,LAURO,"LOPEZ MATA, LAURO"
TREJO,LOPEZ,3,CARLOS,"TREJO LOPEZ, CARLOS"
MENDOZA,CASTILLO,1,MA,"MENDOZA CASTILLO, MA"
GARCIA,DE LOS SANTOS,1,GABINO,"GARCIA DE LOS SANTOS, GABINO"
PRO,MARTINEZ,2,ARTURO,"PRO MARTINEZ, ARTURO"
COBOS,PERALTA,2,MARIO,"COBOS PERALTA, MARIO"
GUTIERREZ,ESPINOSA,1,MARIA,"GUTIERREZ ESPINOSA, MARIA"
ALCANTAR,GONZALEZ,2,ERNESTO,"ALCANTAR GONZALEZ, ERNESTO"
CASTILLO,GONZALEZ,2,FERNANDO,"CASTILLO GONZALEZ, FERNANDO"
YAÑEZ,MORALES,2,MARIA,"YAÑEZ MORALES, MARIA"
ALATORRE,ROSAS,1,RAQUEL,"ALATORRE ROSAS, RAQUEL"
BAUTISTA,MARTINEZ,2,NESTOR,"BAUTISTA MARTINEZ, NESTOR"
LUNA,CAVAZOS,1,MARIO,"LUNA CAVAZOS, MARIO"
GONZALEZ,GUILLEN,1,MANUEL,"GONZALEZ GUILLEN, MANUEL"
ZAVALETA,MANCERA,2,HILDA,"ZAVALETA MANCERA, HILDA"
VAQUERA,HUERTA,2,HUMBERTO,"VAQUERA HUERTA, HUMBERTO"
ESPINOSA,VICTORIA,2,DAVID,"ESPINOSA VICTORIA, DAVID"
GUZMAN,PLAZOLA,1,REMIGIO,"GUZMAN PLAZOLA, REMIGIO"
LOPEZ,UPTON,2,JAVIER,"LOPEZ UPTON, JAVIER"
GONZALEZ,CHAVEZ,2,MA,"GONZALEZ CHAVEZ, MA"
CARRILLO,GONZALEZ,2,ROGELIO,"CARRILLO GONZALEZ, ROGELIO"
GOMEZ,GUERRERO,1,ARMANDO,"GOMEZ GUERRERO, ARMANDO"
GUTIERREZ,CASTORENA,2,MA,"GUTIERREZ CASTORENA, MA"
SANCHEZ TORRES,ESQUEDA,2,MARIA,"SANCHEZ TORRES ESQUEDA, MARIA"
MORA,FLORES,1,JOSE,"MORA FLORES, JOSE"
RODRIGUEZ,MENDOZA,1,MARIA,"RODRIGUEZ MENDOZA, MARIA"
ORTIZ,SOLORIO,3,CARLOS,"ORTIZ SOLORIO, CARLOS"
CONDE,MARTINEZ,1,FLORENTINO,"CONDE MARTINEZ, FLORENTINO"
HERRERA,HARO,1,JOSE,"HERRERA HARO, JOSE"
ARJONA,SUAREZ,1,ENRIQUE,"ARJONA SUAREZ, ENRIQUE"
ORTEGA,ARENAS,1,LAURA,"ORTEGA ARENAS, LAURA"
TIJERINA,CHAVEZ,2,LEONARDO,"TIJERINA CHAVEZ, LEONARDO"
JASSO,MATA,2,JESUS,"JASSO MATA, JESUS"
MORA,AGUILERA,2,GUSTAVO,"MORA AGUILERA, GUSTAVO"
GALLEGOS,SANCHEZ,2,JAIME,"GALLEGOS SANCHEZ, JAIME"
HERNANDEZ,MORALES,1,JAVIER,"HERNANDEZ MORALES, JAVIER"
HERNANDEZ,ANGUIANO,1,ANA,"HERNANDEZ ANGUIANO, ANA"
ALDRETE,sin apellido Materno,2,ARNULFO,"ALDRETE sin apellido Materno, ARNULFO"
VARGAS,HERNANDEZ,3,J,"VARGAS HERNANDEZ, J"
ROBLEDO,PAZ,1,ALEJANDRINA,"ROBLEDO PAZ, ALEJANDRINA"
NIETO,ANGEL,1,DANIEL,"NIETO ANGEL, DANIEL"
QUERO,CARRILLO,1,ADRIAN,"QUERO CARRILLO, ADRIAN"
MARTINEZ,DAMIAN,2,MIGUEL,"MARTINEZ DAMIAN, MIGUEL"
GONZALEZ,CAMACHO,2,JUAN,"GONZALEZ CAMACHO, JUAN"
PEREZ,MORENO,3,JESUS,"PEREZ MORENO, JESUS"
SANDOVAL,ISLAS,1,JOSE,"SANDOVAL ISLAS, JOSE"
ROJAS,MARTINEZ,1,REYNA,"ROJAS MARTINEZ, REYNA"
RAMIREZ,BRIBIESCA,2,JACINTO,"RAMIREZ BRIBIESCA, JACINTO"
SANDOVAL,VILLA,2,MANUEL,"SANDOVAL VILLA, MANUEL"
USCANGA,MORTERA,1,EBANDRO,"USCANGA MORTERA, EBANDRO"
OMAÑA,SILVESTRE,1,JOSE,"OMAÑA SILVESTRE, JOSE"
RUIZ,POSADAS,1,LUCERO,"RUIZ POSADAS, LUCERO"
CALDERON,ZAVALA,1,GUILLERMO,"CALDERON ZAVALA, GUILLERMO"
SANCHEZ,GARCIA,1,PROMETEO,"SANCHEZ GARCIA, PROMETEO"
NIKOLSKII,GAVRILOV,2,IOURII,"NIKOLSKII GAVRILOV, IOURII"
VIBRANS,LINDEMANN,2,HEIKE,"VIBRANS LINDEMANN, HEIKE"
HIDALGO,MORENO,1,CLAUDIA,"HIDALGO MORENO, CLAUDIA"
MORA,AGUILERA,1,JOSE,"MORA AGUILERA, JOSE"
OCHOA,MARTINEZ,1,DANIEL,"OCHOA MARTINEZ, DANIEL"
VALDEZ,HERNANDEZ,1,JUAN,"VALDEZ HERNANDEZ, JUAN"
GARCIA,SALAZAR,2,JOSE,"GARCIA SALAZAR, JOSE"
FIGUEROA,VELASCO,1,JOSE,"FIGUEROA VELASCO, JOSE"
CORDOVA,TELLEZ,1,LEOBIGILDO,"CORDOVA TELLEZ, LEOBIGILDO"
SILVA,ROJAS,1,HILDA,"SILVA ROJAS, HILDA"
SANTACRUZ,VARELA,1,AMALIO,"SANTACRUZ VARELA, AMALIO"
HERNANDEZ,SANCHEZ,1,DAVID,"HERNANDEZ SANCHEZ, DAVID"
AREVALO,GALARZA,1,MA.,"AREVALO GALARZA, MA."
ANGELES,PEREZ,1,GREGORIO,"ANGELES PEREZ, GREGORIO"
VALDEZ,LAZALDE,1,JOSE,"VALDEZ LAZALDE, JOSE"
HERNANDEZ,MENDO,1,OMAR,"HERNANDEZ MENDO, OMAR"
AYALA,GARAY,1,OSCAR,"AYALA GARAY, OSCAR"
DE LOS SANTOS,POSADAS,1,HECTOR,"DE LOS SANTOS POSADAS, HECTOR"
RODRIGUEZ,MACIEL,1,J.,"RODRIGUEZ MACIEL, J."
SEGURA,LEON,1,OBDULIA,"SEGURA LEON, OBDULIA"
TREJO,TELLEZ,2,LIBIA,"TREJO TELLEZ, LIBIA"
NAVA,DIAZ,1,CRISTIAN,"NAVA DIAZ, CRISTIAN"
LOPEZ,LOPEZ,1,MIGUEL,"LOPEZ LOPEZ, MIGUEL"
ALARCON,sin apellido Materno,2,ALEJANDRO,"ALARCON sin apellido Materno, ALEJANDRO"
PEREZ,OLVERA,1,MA,"PEREZ OLVERA, MA"
JIMENEZ,SANCHEZ,3,LEOBARDO,"JIMENEZ SANCHEZ, LEOBARDO"
BOLAÑOS,GONZALEZ,1,MARTIN,"BOLAÑOS GONZALEZ, MARTIN"
ALMARAZ,SUAREZ,1,JUAN,"ALMARAZ SUAREZ, JUAN"
GARCIA,NAVA,1,JOSE,"GARCIA NAVA, JOSE"
LOBATO,ORTIZ,1,RICARDO,"LOBATO ORTIZ, RICARDO"
SANTILLAN,GALICIA,1,MA.,"SANTILLAN GALICIA, MA."
MARTINEZ,TRINIDAD,1,TOMAS,"MARTINEZ TRINIDAD, TOMAS"
PEREZ,RODRIGUEZ,1,PAULINO,"PEREZ RODRIGUEZ, PAULINO"
GARCIA,ZAVALA,1,J.,"GARCIA ZAVALA, J."
GUZMAN,FRANCO,1,ARIEL,"GUZMAN FRANCO, ARIEL"
RODRIGUEZ,LEYVA,1,ESTEBAN,"RODRIGUEZ LEYVA, ESTEBAN"
LOMELI,FLORES,1,J.,"LOMELI FLORES, J."
FLORES,MAGDALENO,1,HECTOR,"FLORES MAGDALENO, HECTOR"
CRUZ,IZQUIERDO,C,SERAFIN,"CRUZ IZQUIERDO, SERAFIN"
CRUZ,HUERTA,1,NICACIO,"CRUZ HUERTA, NICACIO"
VALDOVINOS,PONCE,1,GUADALUPE,"VALDOVINOS PONCE, GUADALUPE"
CROSSA,HIRIART,2,JOSE,"CROSSA HIRIART, JOSE"
VELASCO,CRUZ,1,CIRO,"VELASCO CRUZ, CIRO"
PADILLA,CHACON,C,DANIEL,"PADILLA CHACON, DANIEL"
MACEDO,CRUZ,C,ANTONIA,"MACEDO CRUZ, ANTONIA"
VAZQUEZ,SANCHEZ,1,MONSERRAT,"VAZQUEZ SANCHEZ, MONSERRAT"
QUEVEDO,NOLASCO,1,ABEL,"QUEVEDO NOLASCO, ABEL"
SAYNES,SANTILLAN,C,VINISA,"SAYNES SANTILLAN, VINISA"
REYES,HERNANDEZ,C,VALENTIN,"REYES HERNANDEZ, VALENTIN"
JIMENEZ,CASAS,1,MARCOS,"JIMENEZ CASAS, MARCOS"
DELGADILLO,MARTINEZ,1,JULIAN,"DELGADILLO MARTINEZ, JULIAN"
MARTINEZ,AISPURO,C,JOSE,"MARTINEZ AISPURO, JOSE"
GALVAN,ESCOBEDO,C,IRIS,"GALVAN ESCOBEDO, IRIS"
HERNANDEZ,MELCHOR,C,DULCE,"HERNANDEZ MELCHOR, DULCE"
MARTINEZ,CARRERA,2,DANIEL,"MARTINEZ CARRERA, DANIEL"
HUERTA,DE LA PEÑA,1,ARTURO,"HUERTA DE LA PEÑA, ARTURO"
DELGADO,ALVARADO,1,ADRIANA,"DELGADO ALVARADO, ADRIANA"
HERRERA,CABRERA,1,BRAULIO,"HERRERA CABRERA, BRAULIO"
BUSTAMANTE,GONZALEZ,1,ANGEL,"BUSTAMANTE GONZALEZ, ANGEL"
GIL,MUÑOZ,1,ABEL,"GIL MUÑOZ, ABEL"
LOPEZ,SANCHEZ,1,HIGINIO,"LOPEZ SANCHEZ, HIGINIO"
LOPEZ,sin apellido Materno,1,PEDRO,"LOPEZ sin apellido Materno, PEDRO"
DIAZ,RUIZ,1,RAMON,"DIAZ RUIZ, RAMON"
HERNANDEZ,GUZMAN,1,J.,"HERNANDEZ GUZMAN, J."
GUERRERO,RODRIGUEZ,1,JUAN,"GUERRERO RODRIGUEZ, JUAN"
SALAZAR,MAGALLON,C,JESUS,"SALAZAR MAGALLON, JESUS"
CLEMENTE,SANCHEZ,1,FERNANDO,"CLEMENTE SANCHEZ, FERNANDO"
MENDEZ,GALLEGOS,1,SANTIAGO,"MENDEZ GALLEGOS, SANTIAGO"
TARANGO,ARAMBULA,1,LUIS,"TARANGO ARAMBULA, LUIS"
CADENA,IÑIGUEZ,1,JORGE,"CADENA IÑIGUEZ, JORGE"
ROSAS,ROSAS,2,OCTAVIO,"ROSAS ROSAS, OCTAVIO"
MARTINEZ,MONTOYA,1,JUAN,"MARTINEZ MONTOYA, JUAN"
CORTEZ,ROMERO,1,CESAR,"CORTEZ ROMERO, CESAR"
TEJEDA,SARTORIUS,1,OLGA,"TEJEDA SARTORIUS, OLGA"
PALMA,LOPEZ,1,DAVID,"PALMA LOPEZ, DAVID"
ORTIZ,GARCIA,1,CARLOS,"ORTIZ GARCIA, CARLOS"
SALGADO,GARCIA,1,SERGIO,"SALGADO GARCIA, SERGIO"
LAGUNES,ESPINOZA,2,LUZ,"LAGUNES ESPINOZA, LUZ"
ARANDA,IBAÑEZ,1,EMILIO,"ARANDA IBAÑEZ, EMILIO"
RIVERA,CRUZ,1,MARIA,"RIVERA CRUZ, MARIA"
VARGAS,VILLAMIL,1,LUIS,"VARGAS VILLAMIL, LUIS"
DOMINGUEZ,DOMINGUEZ,1,MARIVEL,"DOMINGUEZ DOMINGUEZ, MARIVEL"
ZALDIVAR,CRUZ,1,JUAN,"ZALDIVAR CRUZ, JUAN"
OBRADOR,OLAN,1,JOSE,"OBRADOR OLAN, JOSE"
GUERRERO,PEÑA,1,ARMANDO,"GUERRERO PEÑA, ARMANDO"
RAMOS,JUAREZ,1,JESUS,"RAMOS JUAREZ, JESUS"
GARCIA,LOPEZ,1,EUSTOLIA,"GARCIA LOPEZ, EUSTOLIA"
DE LA ROSA,SANTAMARIA,C,ROBERTO,"DE LA ROSA SANTAMARIA, ROBERTO"
BECERRIL,PEREZ,1,CARLOS,"BECERRIL PEREZ, CARLOS"
LOPEZ,COLLADO,1,JOSE,"LOPEZ COLLADO, JOSE"
LANDEROS,SANCHEZ,2,CESAREO,"LANDEROS SANCHEZ, CESAREO"
PEREZ,VAZQUEZ,1,ARTURO,"PEREZ VAZQUEZ, ARTURO"
GARCIA,PEREZ,1,ELISEO,"GARCIA PEREZ, ELISEO"
VILLANUEVA,JIMENEZ,2,JUAN,"VILLANUEVA JIMENEZ, JUAN"
LOPEZ,ORTIZ,1,SILVIA,"LOPEZ ORTIZ, SILVIA"
GOMEZ,MERINO,2,FERNANDO,"GOMEZ MERINO, FERNANDO"
SOTO,ESTRADA,1,ALEJANDRA,"SOTO ESTRADA, ALEJANDRA"
HERNANDEZ,ZARATE,1,GALDY,"HERNANDEZ ZARATE, GALDY"
ROSENDO,PONCE,1,ADALBERTO,"ROSENDO PONCE, ADALBERTO"
BELLO,BELLO,1,JERICO,"BELLO BELLO, JERICO"
VELASCO,VELASCO,1,JOEL,"VELASCO VELASCO, JOEL"
HERNANDEZ,ROSAS,1,FRANCISCO,"HERNANDEZ ROSAS, FRANCISCO"
RIOS,CORRIPIO,C,MARIA,"RIOS CORRIPIO, MARIA"
ROSALES,MARTINEZ,C,VERONICA,"ROSALES MARTINEZ, VERONICA"
LEYVA,TRINIDAD,C,DORIS,"LEYVA TRINIDAD, DORIS"
SANTIAGO,CRUZ,1,MARIA,"SANTIAGO CRUZ, MARIA"
ZAPATA,MARTELO,3,EMMA,"ZAPATA MARTELO, EMMA"
SANCHEZ,QUINTANAR,1,SARA,"SANCHEZ QUINTANAR, SARA"
GARZA,BUENO,2,LAURA,"GARZA BUENO, LAURA"
QUISPE,LIMAYLLA,1,ANIBAL,"QUISPE LIMAYLLA, ANIBAL"
PALERM,VIQUEIRA,3,JACINTA,"PALERM VIQUEIRA, JACINTA"
ALBERTI,MANZANARES,2,MARIA,"ALBERTI MANZANARES, MARIA"
VAZQUEZ,GARCIA,3,VERONICA,"VAZQUEZ GARCIA, VERONICA"
ESCALONA,MAURICE,1,MIGUEL,"ESCALONA MAURICE, MIGUEL"
BRAMBILA,PAZ,1,JOSE,"BRAMBILA PAZ, JOSE"
VALTIERRA,PACHECO,C,ESTEBAN,"VALTIERRA PACHECO, ESTEBAN"
ARANA,CORONADO,1,JOSE,"ARANA CORONADO, JOSE"
GUAJARDO,HERNANDEZ,1,LENIN,"GUAJARDO HERNANDEZ, LENIN"
HERNANDEZ,ROMERO,1,OLIVERIO,"HERNANDEZ ROMERO, OLIVERIO"
MARTINEZ,CORONA,2,GUADALUPE,"MARTINEZ CORONA, GUADALUPE"
CASO,BARRERA,2,LAURA,"CASO BARRERA, LAURA"
ALIPHAT,FERNANDEZ,1,MARIO,"ALIPHAT FERNANDEZ, MARIO"
RAMIREZ,JUAREZ,2,JAVIER,"RAMIREZ JUAREZ, JAVIER"
MENDEZ,CADENA,1,MARIA,"MENDEZ CADENA, MARIA"
JUAREZ,SANCHEZ,2,JOSE,"JUAREZ SANCHEZ, JOSE"
OCAMPO,FLETES,1,IGNACIO,"OCAMPO FLETES, IGNACIO"
MENDEZ,ESPINOZA,1,JOSE,"MENDEZ ESPINOZA, JOSE"
RAMIREZ,VALVERDE,2,BENITO,"RAMIREZ VALVERDE, BENITO"
JARAMILLO,VILLANUEVA,1,JOSE,"JARAMILLO VILLANUEVA, JOSE"
ESCOBEDO,GARRIDO,1,JOSE,"ESCOBEDO GARRIDO, JOSE"
MORALES,JIMENEZ,1,JUAN,"MORALES JIMENEZ, JUAN"
GUTIERREZ,VILLALPANDO,C,VERONICA,"GUTIERREZ VILLALPANDO, VERONICA"
REGALADO,LOPEZ,1,JOSE,"REGALADO LOPEZ, JOSE"
ARGUMEDO,MACIAS,C,ADRIAN,"ARGUMEDO MACIAS, ADRIAN"
MARTINEZ,DAVILA,1,JUAN,"MARTINEZ DAVILA, JUAN"
FIGUEROA,RODRIGUEZ,1,KATIA,"FIGUEROA RODRIGUEZ, KATIA"
SERVIN,JUAREZ,1,ROSELIA,"SERVIN JUAREZ, ROSELIA"
VILLASEÑOR,ALVA,3,JOSE,"VILLASEÑOR ALVA, JOSE"
SOTRES,RAMOS,1,DAVID,"SOTRES RAMOS, DAVID"
GONZALEZ,ESTRADA,1,ELIZABETH,"GONZALEZ ESTRADA, ELIZABETH"
ROMERO,PADILLA,C,JUAN,"ROMERO PADILLA, JUAN"
MARTINEZ,MARTINEZ,C,ASAEL,"MARTINEZ MARTINEZ, ASAEL"
MARTINEZ,SALDAÑA,2,TOMAS,"MARTINEZ SALDAÑA, TOMAS"
PIMENTEL,EQUIHUA,1,JOSE,"PIMENTEL EQUIHUA, JOSE"
GARCIA,CUE,1,JOSE,"GARCIA CUE, JOSE"
ROSSEL,KIPPING,1,ERICH,"ROSSEL KIPPING, ERICH"
HERRERA,CORREDOR,1,JOSE,"HERRERA CORREDOR, JOSE"
HERNANDEZ,CAZARES,1,ALEIDA,"HERNANDEZ CAZARES, ALEIDA"
MENESES,ALVAREZ,1,MARIA,"MENESES ALVAREZ, MARIA"
CASTILLO,VAQUERA,C,JORGE,"CASTILLO VAQUERA, JORGE"
MICHEL,ACEVES,1,ALEJANDRO,"MICHEL ACEVES, ALEJANDRO"
AYVAR,SERNA,1,SERGIO,"AYVAR SERNA, SERGIO"
SANCHEZ,VARGAS,1,IRMA,"SANCHEZ VARGAS, IRMA"
SAAVEDRA,RODRIGUEZ,1,KARLA,"SAAVEDRA RODRIGUEZ, KARLA"
GONZALEZ,BUENDIA,1,EDGAR,"GONZALEZ BUENDIA, EDGAR"
RUIZ PALACIOS,Y SANTOS,3,GUILLERMO,"RUIZ PALACIOS Y SANTOS, GUILLERMO"
HICKS,GOMEZ,3,JUAN,"HICKS GOMEZ, JUAN"
GONZALEZ,FAGOAGA,1,JESUS,"GONZALEZ FAGOAGA, JESUS"
MARQUEZ,NAVARRO,1,ADRIAN,"MARQUEZ NAVARRO, ADRIAN"
LUNA,PEREZ,C,DAVID,"LUNA PEREZ, DAVID"
MUÑOZ,HERNANDEZ,3,ONOFRE,"MUÑOZ HERNANDEZ, ONOFRE"
KOEPSELL,sin apellido Materno,1,DAVID,"KOEPSELL sin apellido Materno, DAVID"
BAILON,CORRES,1,MOISES,"BAILON CORRES, MOISES"
CARMONA,TINOCO,2,JORGE,"CARMONA TINOCO, JORGE"
VILLANUEVA,CASTILLEJA,1,RUTH,"VILLANUEVA CASTILLEJA, RUTH"
SANTIAGO,JUAREZ,1,RODRIGO,"SANTIAGO JUAREZ, RODRIGO"
MORALES,SANCHEZ,1,JULIETA,"MORALES SANCHEZ, JULIETA"
BROKMANN,HARO,1,CARLOS,"BROKMANN HARO, CARLOS"
HALLEY,CASTILLO,1,MARIA,"HALLEY CASTILLO, MARIA"
NUÑEZ,CARRERA,1,ALEJANDRO,"NUÑEZ CARRERA, ALEJANDRO"
SAUCEDO,ROJAS,1,HEBER,"SAUCEDO ROJAS, HEBER"
MOLINAR,TABARES,C,MARTIN,"MOLINAR TABARES, MARTIN"
ALCOCER,YAMANAKA,1,VICTOR,"ALCOCER YAMANAKA, VICTOR"
RODRIGUEZ,MORENO,1,MERCEDES,"RODRIGUEZ MORENO, MERCEDES"
QUINTERO,RIVERO,1,MARIA,"QUINTERO RIVERO, MARIA"
LOPEZ,ALCAIDE,1,SAUL,"LOPEZ ALCAIDE, SAUL"
CUERVO,ROBAYO,C,ANGELA,"CUERVO ROBAYO, ANGELA"
MASTRETTA,YANES,C,ALICIA,"MASTRETTA YANES, ALICIA"
BELLON,CORRALES,2,MAURICIO,"BELLON CORRALES, MAURICIO"
HRUBY,sin apellido Materno,1,FLORIAN,"HRUBY sin apellido Materno, FLORIAN"
ARIZPE,RAMOS,C,NANCY,"ARIZPE RAMOS, NANCY"
CERDEIRA,ESTRADA,1,SERGIO,"CERDEIRA ESTRADA, SERGIO"
RESSL,X,1,RAINER,"RESSL X, RAINER"
HERMOSO,SALAZAR,1,ANA,"HERMOSO SALAZAR, ANA"
LOPEZ,CORONA,C,OLIVER,"LOPEZ CORONA, OLIVER"
VALDERRAMA,LANDEROS,C,LUIS,"VALDERRAMA LANDEROS, LUIS"
MARTELL,DUBOIS,C,RAUL,"MARTELL DUBOIS, RAUL"
TECUAPETLA,GOMEZ,C,INDER,"TECUAPETLA GOMEZ, INDER"
DE ALBA,MURRIETA,1,FELIPE,"DE ALBA MURRIETA, FELIPE"
ZAMORA,SAENZ,C,ITZKUAUHTLI,"ZAMORA SAENZ, ITZKUAUHTLI"
GRIS,LEGORRETA,C,PERLA,"GRIS LEGORRETA, PERLA"
VALVERDE,FRANCO,1,RAUL,"VALVERDE FRANCO, RAUL"
ALBORES,BARAJAS,1,YURI,"ALBORES BARAJAS, YURI"
FELIX,MARTINEZ,C,GERARDO,"FELIX MARTINEZ, GERARDO"
FLORES,RENTERIA,1,DULCE,"FLORES RENTERIA, DULCE"
BURGOS,GUTIERREZ,1,ASDRUBAL,"BURGOS GUTIERREZ, ASDRUBAL"
VIRGEN,ORTIZ,1,JOSE,"VIRGEN ORTIZ, JOSE"
CAAMAL,CHAN,C,MARIA,"CAAMAL CHAN, MARIA"
GRANADOS,ECHEGOYEN,1,CARLOS,"GRANADOS ECHEGOYEN, CARLOS"
CASAÑAS,PIMENTEL,C,ROCIO,"CASAÑAS PIMENTEL, ROCIO"
HERNANDEZ,FLORES,C,GIOVANNI,"HERNANDEZ FLORES, GIOVANNI"
LANDERO,VALENZUELA,C,NADIA,"LANDERO VALENZUELA, NADIA"
