apellido1,apellido2,nivel,nombre,name
NUÑEZ DE CACERES,GONZALEZ,C,FRANCISCO,"NUÑEZ DE CACERES GONZALEZ, FRANCISCO"
NAVARRETE,RAMIREZ,C,PAMELA,"NAVARRETE RAMIREZ, PAMELA"
PEÑA,MARIN,C,EMYR,"PEÑA MARIN, EMYR"
AYIL,GUTIERREZ,C,BENJAMIN,"AYIL GUTIERREZ, BENJAMIN"
RAZO,PEREZ,C,ANA,"RAZO PEREZ, ANA"
RAMIREZ,SANCHEZ,C,LUIS,"RAMIREZ SANCHEZ, LUIS"
FRESNEDA,CAMACHO,1,EDEL,"FRESNEDA CAMACHO, EDEL"
TIBURCIO,SANCHEZ,C,ARGELIA,"TIBURCIO SANCHEZ, ARGELIA"
CANDELA,PEREZ,3,JULIO,"CANDELA PEREZ, JULIO"
GARCIA,DIAZ,C,REYES,"GARCIA DIAZ, REYES"
TREJO,ARROYO,C,DANNA,"TREJO ARROYO, DANNA"
OROZCO,LOPEZ,C,EFREN,"OROZCO LOPEZ, EFREN"
LEON,HERNANDEZ,1,RODRIGO,"LEON HERNANDEZ, RODRIGO"
VASQUEZ,GOMEZ,C,JUAN,"VASQUEZ GOMEZ, JUAN"
RAMOS,GONZALEZ,C,RODOLFO,"RAMOS GONZALEZ, RODOLFO"
ST THOMAS,sin apellido Materno,C,CLAUDE,"ST THOMAS sin apellido Materno, CLAUDE"
PEREZ,CRUZ,C,JOSE,"PEREZ CRUZ, JOSE"
PARRALES,BAHENA,C,ARIANNA,"PARRALES BAHENA, ARIANNA"
GONZALEZ,GARCIA,C,MARIO,"GONZALEZ GARCIA, MARIO"
MAYEN,CHAIRES,C,JAN,"MAYEN CHAIRES, JAN"
VILLANUEVA,MALDONADO,1,JUVENAL,"VILLANUEVA MALDONADO, JUVENAL"
ARRIAGA,TREJO,C,ISRAEL,"ARRIAGA TREJO, ISRAEL"
MUÑIZ,MENDOZA,C,RODOLFO,"MUÑIZ MENDOZA, RODOLFO"
YOLDI,NEGRETE,C,MARIA,"YOLDI NEGRETE, MARIA"
LUGO,RADILLO,C,AGUSTIN,"LUGO RADILLO, AGUSTIN"
DIAZ,BECERRIL,C,KENYA,"DIAZ BECERRIL, KENYA"
JACOME,FLORES,1,MIGUEL,"JACOME FLORES, MIGUEL"
ESQUIVEL,BOJORQUEZ,1,JUAN,"ESQUIVEL BOJORQUEZ, JUAN"
RAMIREZ,MONTOYA,1,LUIS,"RAMIREZ MONTOYA, LUIS"
MORALES,MIRANDA,1,SONIA,"MORALES MIRANDA, SONIA"
JIMENEZ,GARDUÑO,1,AURA,"JIMENEZ GARDUÑO, AURA"
GARCIA,RAMIREZ,C,ARMANDO,"GARCIA RAMIREZ, ARMANDO"
LOPEZ,MALDONADO,C,KARMEN,"LOPEZ MALDONADO, KARMEN"
GALLEGOS,MELGAR,C,ADRIANA,"GALLEGOS MELGAR, ADRIANA"
ACEVEDO,DAVILA,1,JORGE,"ACEVEDO DAVILA, JORGE"
HERNANDEZ,GARCIA,1,HECTOR,"HERNANDEZ GARCIA, HECTOR"
RUIZ,MONDRAGON,1,JOSE,"RUIZ MONDRAGON, JOSE"
MUÑOZ,ARROYO,1,RITA,"MUÑOZ ARROYO, RITA"
DIAZ,GUILLEN,1,JUAN,"DIAZ GUILLEN, JUAN"
PEREZ,BUSTAMANTE,1,RAUL,"PEREZ BUSTAMANTE, RAUL"
PEREZ,MEDINA,1,GLADYS,"PEREZ MEDINA, GLADYS"
SALDAÑA,GARCES,C,ROCIO,"SALDAÑA GARCES, ROCIO"
ALVAREZ,VERA,1,MELVYN,"ALVAREZ VERA, MELVYN"
MIRANDA,PEREZ,1,ARGELIA,"MIRANDA PEREZ, ARGELIA"
HERNANDEZ,RODRIGUEZ,C,ALEJANDRA,"HERNANDEZ RODRIGUEZ, ALEJANDRA"
HERNANDEZ,HERNANDEZ,C,MARICRUZ,"HERNANDEZ HERNANDEZ, MARICRUZ"
PIMIENTA,PRIETO,1,JULIO,"PIMIENTA PRIETO, JULIO"
TOBON,TOBON,1,SERGIO,"TOBON TOBON, SERGIO"
NAMBO,DE LOS SANTOS,C,JUAN,"NAMBO DE LOS SANTOS, JUAN"
CANTO,IBAÑEZ,1,JORGE,"CANTO IBAÑEZ, JORGE"
MARTINEZ,MARTINEZ DE LA ESCALERA,1,LORENZO,"MARTINEZ MARTINEZ DE LA ESCALERA, LORENZO"
RANGEL,RODRIGUEZ,C,ADRIANA,"RANGEL RODRIGUEZ, ADRIANA"
ESPINOSA,CALDERON,C,ALEJANDRO,"ESPINOSA CALDERON, ALEJANDRO"
HART,sin apellido Materno,1,CATHERINE,"HART sin apellido Materno, CATHERINE"
ESPINO,GUDIÑO,1,MA.,"ESPINO GUDIÑO, MA."
SANCHEZ,MORENO,1,ALBERTO,"SANCHEZ MORENO, ALBERTO"
SORIANO,PEÑA,1,REINALDA,"SORIANO PEÑA, REINALDA"
MORALES,BARRERA,C,MAGDA,"MORALES BARRERA, MAGDA"
GARCIA,GARCIA,C,CESAR,"GARCIA GARCIA, CESAR"
MORENO,REYES,1,HUGO,"MORENO REYES, HUGO"
FUENTES,PENNA,C,ALEJANDRO,"FUENTES PENNA, ALEJANDRO"
MAYA,MENDOZA,2,APOLINAR,"MAYA MENDOZA, APOLINAR"
ROBLES,CERVANTES,2,JOSE,"ROBLES CERVANTES, JOSE"
SANTIAGO,RODRIGUEZ,2,EFRAIN,"SANTIAGO RODRIGUEZ, EFRAIN"
FUENTES,MONTERO,1,LUIS,"FUENTES MONTERO, LUIS"
LOPEZ,CERVANTES,3,MALAQUIAS,"LOPEZ CERVANTES, MALAQUIAS"
PACHECO,RUIZ,2,ISAI,"PACHECO RUIZ, ISAI"
ORTEGON,CAMPOS,C,ILKA,"ORTEGON CAMPOS, ILKA"
GUTIERREZ,GALINDO,2,EFRAIN,"GUTIERREZ GALINDO, EFRAIN"
GARCIA,VELAZCO,1,HUMBERTO,"GARCIA VELAZCO, HUMBERTO"
GUIGON,LOPEZ,1,CESAR,"GUIGON LOPEZ, CESAR"
GORDILLO,MELGOZA,C,FRANCISCO,"GORDILLO MELGOZA, FRANCISCO"
LUNA,OROZCO,1,JUAN,"LUNA OROZCO, JUAN"
RAMIREZ,IBARRA,C,JOSE,"RAMIREZ IBARRA, JOSE"
LOZANO,VAZQUEZ,C,GUSTAVO,"LOZANO VAZQUEZ, GUSTAVO"
BOGLINO,sin apellido Materno,C,ANAIS,"BOGLINO sin apellido Materno, ANAIS"
VILLALPANDO,DE LA TORRE,1,ISAELA,"VILLALPANDO DE LA TORRE, ISAELA"
ANTUNEZ,ORTIZ,1,DIANA,"ANTUNEZ ORTIZ, DIANA"
JIMENEZ,CORONA,2,MARIA,"JIMENEZ CORONA, MARIA"
JIMENEZ,CORONA,2,AIDA,"JIMENEZ CORONA, AIDA"
MARTINEZ,ROJANO,1,HUGO,"MARTINEZ ROJANO, HUGO"
MALDONADO,BASILIO,1,RAMON,"MALDONADO BASILIO, RAMON"
CARDENAS,CORONA,3,MARIA,"CARDENAS CORONA, MARIA"
GONZALEZ,GONZALEZ,C,VERONICA,"GONZALEZ GONZALEZ, VERONICA"
HERNANDEZ,SAMPIERI,1,ROBERTO,"HERNANDEZ SAMPIERI, ROBERTO"
VAZQUEZ,CORTES,1,DAVID,"VAZQUEZ CORTES, DAVID"
CANTU,CANALES,C,MARTHA,"CANTU CANALES, MARTHA"
PEREIRA,LOPEZ,C,MARIANA,"PEREIRA LOPEZ, MARIANA"
LOPEZ,ACEVEDO,C,GLADYS,"LOPEZ ACEVEDO, GLADYS"
COTA,RUIZ,C,ABDIEL,"COTA RUIZ, ABDIEL"
CERVERA,GOMEZ,C,LUIS,"CERVERA GOMEZ, LUIS"
SANCHEZ,LEON,C,SARAHI,"SANCHEZ LEON, SARAHI"
RAMIREZ,SAIZ,3,JUAN,"RAMIREZ SAIZ, JUAN"
MEDINA,NUÑEZ,2,IGNACIO,"MEDINA NUÑEZ, IGNACIO"
MARIÑEZ,NAVARRO,2,FREDDY,"MARIÑEZ NAVARRO, FREDDY"
HURTADO,GONZALEZ,2,JAVIER,"HURTADO GONZALEZ, JAVIER"
ZEPEDA,LECUONA,1,GUILLERMO,"ZEPEDA LECUONA, GUILLERMO"
ARELLANO,RIOS,1,ALBERTO,"ARELLANO RIOS, ALBERTO"
DURAN,PADILLA,1,JOSE,"DURAN PADILLA, JOSE"
CARDENAS,GOMEZ,1,ERIKA,"CARDENAS GOMEZ, ERIKA"
EUFRACIO,JARAMILLO,1,JORGE,"EUFRACIO JARAMILLO, JORGE"
LAFAYE,sin apellido Materno,2,JACQUES,"LAFAYE sin apellido Materno, JACQUES"
PEREGRINA,VAZQUEZ,1,ANGELICA,"PEREGRINA VAZQUEZ, ANGELICA"
NUÑEZ,MIRANDA,2,BEATRIZ,"NUÑEZ MIRANDA, BEATRIZ"
ALARCON,MENCHACA,1,LAURA,"ALARCON MENCHACA, LAURA"
BAYARDO,RODRIGUEZ,C,LILIA,"BAYARDO RODRIGUEZ, LILIA"
VELAZQUEZ,FERNANDEZ,C,FRANCISCO,"VELAZQUEZ FERNANDEZ, FRANCISCO"
ALVAREZ,CONTRERAS,C,MARIA,"ALVAREZ CONTRERAS, MARIA"
HAM,CHANDE,3,ROBERTO,"HAM CHANDE, ROBERTO"
SANCHEZ,RODRIGUEZ,3,ROBERTO,"SANCHEZ RODRIGUEZ, ROBERTO"
SANCHEZ,MUNGUIA,1,VICENTE,"SANCHEZ MUNGUIA, VICENTE"
CARRILLO,VIVEROS,3,JORGE,"CARRILLO VIVEROS, JORGE"
ESPINOZA,VALLE,2,VICTOR,"ESPINOZA VALLE, VICTOR"
OJEDA,DE LA PEÑA,2,NORMA,"OJEDA DE LA PEÑA, NORMA"
OJEDA,REVAH,1,LINA,"OJEDA REVAH, LINA"
VALENZUELA,ARCE,3,JOSE,"VALENZUELA ARCE, JOSE"
BARAJAS,ESCAMILLA,2,MARIA,"BARAJAS ESCAMILLA, MARIA"
FUENTES,FLORES,3,NOE,"FUENTES FLORES, NOE"
ANGUIANO,TELLEZ,2,MARIA,"ANGUIANO TELLEZ, MARIA"
BRINGAS,RABAGO,2,NORA,"BRINGAS RABAGO, NORA"
RAMOS,GARCIA,2,JOSE,"RAMOS GARCIA, JOSE"
HUALDE,ALFARO,3,ALFREDO,"HUALDE ALFARO, ALFREDO"
CONTRERAS,MONTELLANO,3,OSCAR,"CONTRERAS MONTELLANO, OSCAR"
ORDOÑEZ,BARBA,3,GERARDO,"ORDOÑEZ BARBA, GERARDO"
ACOSTA,DIAZ,1,FELIX,"ACOSTA DIAZ, FELIX"
CRUZ,PIÑEIRO,3,RODOLFO,"CRUZ PIÑEIRO, RODOLFO"
TAYLOR,HANSEN,2,LAWRENCE,"TAYLOR HANSEN, LAWRENCE"
VELASCO,ORTIZ,3,MATILDE,"VELASCO ORTIZ, MATILDE"
ALEGRIA,OLAZABAL,2,TITO,"ALEGRIA OLAZABAL, TITO"
RUIZ,MARRUJO,1,OLIVIA,"RUIZ MARRUJO, OLIVIA"
ALARCON,ACOSTA,3,RAFAEL,"ALARCON ACOSTA, RAFAEL"
MAIER,HIRSH,2,ELIZABETH,"MAIER HIRSH, ELIZABETH"
LOPEZ,ESTRADA,3,SILVIA,"LOPEZ ESTRADA, SILVIA"
MARTINEZ,PELLEGRINI,2,SARA,"MARTINEZ PELLEGRINI, SARA"
CALDERON,VILLARREAL,3,CUAUHTEMOC,"CALDERON VILLARREAL, CUAUHTEMOC"
PARIS,POMBO,3,MARIA,"PARIS POMBO, MARIA"
FERNANDEZ,DE JUAN,2,TERESA,"FERNANDEZ DE JUAN, TERESA"
COUBES,sin apellido Materno,2,MARIE-LAURE,"COUBES sin apellido Materno, MARIE-LAURE"
MENDOZA,COTA,3,JORGE,"MENDOZA COTA, JORGE"
ALONSO,MENESES,2,GUILLERMO,"ALONSO MENESES, GUILLERMO"
ODGERS,ORTIZ,3,OLGA,"ODGERS ORTIZ, OLGA"
OLMOS,AGUILERA,2,MIGUEL,"OLMOS AGUILERA, MIGUEL"
TOUDERT,sin apellido Materno,1,DJAMEL,"TOUDERT sin apellido Materno, DJAMEL"
DIAZ,BAUTISTA,1,ALEJANDRO,"DIAZ BAUTISTA, ALEJANDRO"
ESCALA,RABADAN,2,LUIS,"ESCALA RABADAN, LUIS"
MONSIVAIS,CARRILLO,2,CARLOS,"MONSIVAIS CARRILLO, CARLOS"
GOMIS,HERNANDEZ,1,REDI,"GOMIS HERNANDEZ, REDI"
HERNANDEZ,BIELMA,1,LETICIA,"HERNANDEZ BIELMA, LETICIA"
YBAÑEZ,ZEPEDA,1,ELMYRA,"YBAÑEZ ZEPEDA, ELMYRA"
RANGEL,GOMEZ,2,MARIA,"RANGEL GOMEZ, MARIA"
PEREZ,FLORIANO,2,LORENA,"PEREZ FLORIANO, LORENA"
POMBO,sin apellido Materno,1,OSCAR,"POMBO sin apellido Materno, OSCAR"
DIAZ,GONZALEZ,2,ELISEO,"DIAZ GONZALEZ, ELISEO"
HERNANDEZ,HERNANDEZ,3,ALBERTO,"HERNANDEZ HERNANDEZ, ALBERTO"
GONZALEZ,GALBAN,1,HUMBERTO,"GONZALEZ GALBAN, HUMBERTO"
ALMARAZ,ALVARADO,2,ARACELI,"ALMARAZ ALVARADO, ARACELI"
GONZALEZ,ANDRADE,1,SALVADOR,"GONZALEZ ANDRADE, SALVADOR"
BUSTAMANTE,FERNANDEZ,3,JORGE,"BUSTAMANTE FERNANDEZ, JORGE"
SOLIS,PEREZ,1,MARLENE,"SOLIS PEREZ, MARLENE"
MUÑOZ,MELENDEZ,1,GABRIELA,"MUÑOZ MELENDEZ, GABRIELA"
RIVERA,CASTAÑEDA,1,PATRICIA,"RIVERA CASTAÑEDA, PATRICIA"
PELAEZ,HERREROS,2,OSCAR,"PELAEZ HERREROS, OSCAR"
MIKER,PALAFOX,1,MARTHA,"MIKER PALAFOX, MARTHA"
CORTEZ,LARA,2,ALFONSO,"CORTEZ LARA, ALFONSO"
VARGAS,VALLE,1,EUNICE,"VARGAS VALLE, EUNICE"
VALENCIA,TRIANA,1,MARGARITA,"VALENCIA TRIANA, MARGARITA"
CELAYA,TENTORI,C,MINERVA,"CELAYA TENTORI, MINERVA"
PEÑA,MUÑOZ,C,JESUS,"PEÑA MUÑOZ, JESUS"
CALVA,SANCHEZ,1,LUIS,"CALVA SANCHEZ, LUIS"
MARTINEZ,CUERO,C,JULIETA,"MARTINEZ CUERO, JULIETA"
COUTIGNO,RAMIREZ,1,ANA,"COUTIGNO RAMIREZ, ANA"
ALARCON,MEDINA,C,RAFAEL,"ALARCON MEDINA, RAFAEL"
LOPEZ,JARAMILLO,C,ANA,"LOPEZ JARAMILLO, ANA"
ORRACA,ROMANO,1,PEDRO,"ORRACA ROMANO, PEDRO"
HERNANDEZ,LOPEZ,1,RAFAEL,"HERNANDEZ LOPEZ, RAFAEL"
HERNANDEZ,LOPEZ,C,ANA,"HERNANDEZ LOPEZ, ANA"
FUENTES,FLORES,2,CESAR,"FUENTES FLORES, CESAR"
PEÑA,MEDINA,2,SERGIO,"PEÑA MEDINA, SERGIO"
CORDOVA,BOJORQUEZ,2,GUSTAVO,"CORDOVA BOJORQUEZ, GUSTAVO"
MONARREZ,FRAGOSO,3,JULIA,"MONARREZ FRAGOSO, JULIA"
CORDOVA,Y VAZQUEZ,1,ANA,"CORDOVA Y VAZQUEZ, ANA"
BRUGUES,RODRIGUEZ,1,ALEJANDRO,"BRUGUES RODRIGUEZ, ALEJANDRO"
ROMO,AGUILAR,2,MARIA,"ROMO AGUILAR, MARIA"
CRUZ,SIERRA,2,SALVADOR,"CRUZ SIERRA, SALVADOR"
SARABIA,RIOS,1,CECILIA,"SARABIA RIOS, CECILIA"
MANZANARES,RIVERA,1,JOSE,"MANZANARES RIVERA, JOSE"
CONTRERAS,DELGADO,2,CAMILO,"CONTRERAS DELGADO, CAMILO"
CASTRO,RUIZ,2,JOSE,"CASTRO RUIZ, JOSE"
ARZALUZ,SOLANO,2,MARIA,"ARZALUZ SOLANO, MARIA"
CORRALES,CORRALES,1,SALVADOR,"CORRALES CORRALES, SALVADOR"
JURADO,MONTELONGO,2,MARIO,"JURADO MONTELONGO, MARIO"
AGUILAR,BENITEZ,1,ISMAEL,"AGUILAR BENITEZ, ISMAEL"
GONZALEZ,AVILA,1,MARIA,"GONZALEZ AVILA, MARIA"
VASQUEZ,GALAN,1,BELEM,"VASQUEZ GALAN, BELEM"
GARCIA,QUIROZ,1,BLANCA,"GARCIA QUIROZ, BLANCA"
RUBIO,CAMPOS,1,JESUS,"RUBIO CAMPOS, JESUS"
BRUCE,sin apellido Materno,C,BENJAMIN,"BRUCE sin apellido Materno, BENJAMIN"
ROSALES,MARTINEZ,C,YETZI,"ROSALES MARTINEZ, YETZI"
GARCIA,OCHOA,1,RIGOBERTO,"GARCIA OCHOA, RIGOBERTO"
GARCIA,JIMENEZ,1,HUMBERTO,"GARCIA JIMENEZ, HUMBERTO"
QUINTERO,RAMIREZ,3,CIRILA,"QUINTERO RAMIREZ, CIRILA"
LOPEZ,LEON,1,MARIA,"LOPEZ LEON, MARIA"
CUEVA,LUNA,1,TERESA,"CUEVA LUNA, TERESA"
VERA,LOPEZ,C,JUANA,"VERA LOPEZ, JUANA"
OLIVERAS,GONZALEZ,1,XAVIER,"OLIVERAS GONZALEZ, XAVIER"
VAZQUEZ,DELGADO,1,BLANCA,"VAZQUEZ DELGADO, BLANCA"
MEJIA,ARANGO,2,SILVIA,"MEJIA ARANGO, SILVIA"
NIETO,CAMACHO,1,ANA,"NIETO CAMACHO, ANA"
MATUS,RUIZ,1,MAXIMINO,"MATUS RUIZ, MAXIMINO"
HERNANDEZ,HERNANDEZ,1,OSCAR,"HERNANDEZ HERNANDEZ, OSCAR"
BOJORQUEZ,CHAPELA,2,IETZA,"BOJORQUEZ CHAPELA, IETZA"
URIBE,SALAS,2,FELIPE,"URIBE SALAS, FELIPE"
GARCIA,PEREZ,1,MARIA,"GARCIA PEREZ, MARIA"
OCHOA,GAONA,2,SUSANA,"OCHOA GAONA, SUSANA"
ESCALONA,SEGURA,1,GRISELDA,"ESCALONA SEGURA, GRISELDA"
HUERTA,LWANGA,1,ESPERANZA,"HUERTA LWANGA, ESPERANZA"
REYNA,HURTADO,1,RAFAEL,"REYNA HURTADO, RAFAEL"
MENDOZA,VEGA,1,JORGE,"MENDOZA VEGA, JORGE"
GONZALEZ,ESPINOSA,2,MARIO,"GONZALEZ ESPINOSA, MARIO"
IBARRA,NUÑEZ,1,GUILLERMO,"IBARRA NUÑEZ, GUILLERMO"
LIEDO,FERNANDEZ,3,JOSE,"LIEDO FERNANDEZ, JOSE"
LORENZO,MONTERRUBIO,2,ANA,"LORENZO MONTERRUBIO, ANA"
CRUZ,LOPEZ,3,LEOPOLDO,"CRUZ LOPEZ, LEOPOLDO"
DAMON,sin apellido Materno,1,ANNE,"DAMON sin apellido Materno, ANNE"
LEON,CORTES,2,JORGE,"LEON CORTES, JORGE"
RAMIREZ,MARCIAL,2,NEPTALI,"RAMIREZ MARCIAL, NEPTALI"
MARTINEZ,MORALES,1,MIGUEL,"MARTINEZ MORALES, MIGUEL"
RUIZ,MONTOYA,1,LORENA,"RUIZ MONTOYA, LORENA"
GUILLEN,NAVARRO,1,GRISELDA,"GUILLEN NAVARRO, GRISELDA"
ENRIQUEZ,ROCHA,1,PAULA,"ENRIQUEZ ROCHA, PAULA"
GONZALEZ,DIAZ,1,ALFONSO,"GONZALEZ DIAZ, ALFONSO"
SANCHEZ,GUILLEN,1,DANIEL,"SANCHEZ GUILLEN, DANIEL"
NAVARRETE,GUTIERREZ,1,DARIO,"NAVARRETE GUTIERREZ, DARIO"
DOR,sin apellido Materno,1,ARIANE,"DOR sin apellido Materno, ARIANE"
SOLIS,MONTERO,1,LISLIE,"SOLIS MONTERO, LISLIE"
CACH,PEREZ,C,MANUEL,"CACH PEREZ, MANUEL"
SALAZAR,VALLEJO,3,SERGIO,"SALAZAR VALLEJO, SERGIO"
VILLANUEVA,GUTIERREZ,1,ROGEL,"VILLANUEVA GUTIERREZ, ROGEL"
SUAREZ,MORALES,3,EDUARDO,"SUAREZ MORALES, EDUARDO"
GASCA,SERRANO,2,REBECA,"GASCA SERRANO, REBECA"
VASQUEZ,YEOMANS,1,LOURDES,"VASQUEZ YEOMANS, LOURDES"
ELIAS,GUTIERREZ,2,MANUEL,"ELIAS GUTIERREZ, MANUEL"
MORALES,VELA,1,JOSE,"MORALES VELA, JOSE"
SCHMITTER,SOTO,2,JUAN,"SCHMITTER SOTO, JUAN"
DE JESUS,NAVARRETE,1,ALBERTO,"DE JESUS NAVARRETE, ALBERTO"
POZO,DE LA TIJERA,1,MARIA,"POZO DE LA TIJERA, MARIA"
PEREZ,LOPEZ,2,IRMA,"PEREZ LOPEZ, IRMA"
LACHAUD,sin apellido Materno,2,JEAN,"LACHAUD sin apellido Materno, JEAN"
HENAUT,sin apellido Materno,2,YANN,"HENAUT sin apellido Materno, YANN"
GONZALEZ,SOLIS,2,DAVID,"GONZALEZ SOLIS, DAVID"
VALDEZ,MORENO,1,MARTHA,"VALDEZ MORENO, MARTHA"
HERNANDEZ,ARANA,1,HECTOR,"HERNANDEZ ARANA, HECTOR"
CARRERA,PARRA,2,LUIS,"CARRERA PARRA, LUIS"
MACHKOUR M RABET,sin apellido Materno,1,SALIMA,"MACHKOUR M RABET sin apellido Materno, SALIMA"
CEDEÑO,VAZQUEZ,1,JOSE,"CEDEÑO VAZQUEZ, JOSE"
CASTELLANOS,MORALES,C,GABRIELA,"CASTELLANOS MORALES, GABRIELA"
OLIVO,VIDAL,C,ZENDY,"OLIVO VIDAL, ZENDY"
MORON,RIOS,1,ALEJANDRO,"MORON RIOS, ALEJANDRO"
DE JONG,sin apellido Materno,3,BERNARDUS,"DE JONG sin apellido Materno, BERNARDUS"
PEÑA,RAMIREZ,1,YURI,"PEÑA RAMIREZ, YURI"
MARCAIDA,ABURTO,1,UNAI,"MARCAIDA ABURTO, UNAI"
WEBER,RODRIGUEZ,1,JUAN,"WEBER RODRIGUEZ, JUAN"
ESPARZA,OLGUIN,1,LIGIA,"ESPARZA OLGUIN, LIGIA"
PEREZ,JIMENEZ,1,JUAN,"PEREZ JIMENEZ, JUAN"
ALAYON,GAMBOA,1,JOSE,"ALAYON GAMBOA, JOSE"
HUERTA,PALACIOS,1,GRACIELA,"HUERTA PALACIOS, GRACIELA"
MALO,RIVERA,2,EDI,"MALO RIVERA, EDI"
INFANTE,MARTINEZ,3,FRANCISCO,"INFANTE MARTINEZ, FRANCISCO"
BARRERA,GAYTAN,2,JUAN,"BARRERA GAYTAN, JUAN"
LEVY,TACHER,1,SAMUEL,"LEVY TACHER, SAMUEL"
ROJAS,LEON,3,JULIO,"ROJAS LEON, JULIO"
ALVAREZ,SOLIS,1,JOSE,"ALVAREZ SOLIS, JOSE"
CASTRO,RAMIREZ,1,ADRIANA,"CASTRO RAMIREZ, ADRIANA"
TOLEDO,ARREOLA,2,JORGE,"TOLEDO ARREOLA, JORGE"
GARCIA,BARRIOS,2,LUIS,"GARCIA BARRIOS, LUIS"
SOTO,PINTO,2,MARIA,"SOTO PINTO, MARIA"
PERALES,RIVERA,1,HUGO,"PERALES RIVERA, HUGO"
JIMENEZ,FERRER,1,JOSE,"JIMENEZ FERRER, JOSE"
GOMEZ,RUIZ,1,JAIME,"GOMEZ RUIZ, JAIME"
NARANJO,PIÑERA,2,EDUARDO,"NARANJO PIÑERA, EDUARDO"
MORALES,sin apellido Materno,1,HELDA,"MORALES sin apellido Materno, HELDA"
VANDAME,sin apellido Materno,2,REMY,"VANDAME sin apellido Materno, REMY"
RODILES,HERNANDEZ,1,MARIA,"RODILES HERNANDEZ, MARIA"
FERGUSON,sin apellido Materno,1,BRUCE,"FERGUSON sin apellido Materno, BRUCE"
CASTILLO,VERA,1,ALFREDO,"CASTILLO VERA, ALFREDO"
CASTILLO,SANTIAGO,1,MIGUEL,"CASTILLO SANTIAGO, MIGUEL"
BERTOLINI,sin apellido Materno,1,VINCENZO,"BERTOLINI sin apellido Materno, VINCENZO"
MAZA VILLALOBOS,MENDEZ,C,SUSANA,"MAZA VILLALOBOS MENDEZ, SUSANA"
GONZALEZ,GOMEZ,C,REBECA,"GONZALEZ GOMEZ, REBECA"
SANCHEZ,CHINO,C,XARISS,"SANCHEZ CHINO, XARISS"
RODRIGUEZ,ROBLES,C,ULISES,"RODRIGUEZ ROBLES, ULISES"
LOPEZ,MARTINEZ,C,JORGE,"LOPEZ MARTINEZ, JORGE"
GOMEZ,ALVAREZ,1,REGINO,"GOMEZ ALVAREZ, REGINO"
VAN DER WAL,sin apellido Materno,1,JOHANNES,"VAN DER WAL sin apellido Materno, JOHANNES"
MENDOZA,CARRANZA,1,MANUEL,"MENDOZA CARRANZA, MANUEL"
MARTINEZ,ZURIMENDI,1,PABLO,"MARTINEZ ZURIMENDI, PABLO"
DIAZ,ALBITER,1,HECTOR,"DIAZ ALBITER, HECTOR"
VILLANUEVA,LOPEZ,1,GILBERTO,"VILLANUEVA LOPEZ, GILBERTO"
RAMOS,REYES,1,RODIMIRO,"RAMOS REYES, RODIMIRO"
PAT,FERNANDEZ,2,JUAN,"PAT FERNANDEZ, JUAN"
GUIZAR,VAZQUEZ JR.,1,FRANCISCO,"GUIZAR VAZQUEZ JR., FRANCISCO"
ESPINOZA,TENORIO,1,ALEJANDRO,"ESPINOZA TENORIO, ALEJANDRO"
MONZON,ALVARADO,C,CLAUDIA,"MONZON ALVARADO, CLAUDIA"
PARRA,VAZQUEZ,2,MANUEL,"PARRA VAZQUEZ, MANUEL"
TUÑON,PABLOS,3,ESPERANZA,"TUÑON PABLOS, ESPERANZA"
NAHED,TORAL,2,JOSE,"NAHED TORAL, JOSE"
BELLO,BALTAZAR,1,EDUARDO,"BELLO BALTAZAR, EDUARDO"
MARTINEZ,VELASCO,2,REYNALDO,"MARTINEZ VELASCO, REYNALDO"
SALVATIERRA,IZABA,2,ERNESTO,"SALVATIERRA IZABA, ERNESTO"
NAZAR,BEUTELSPACHER,3,DOMINGA,"NAZAR BEUTELSPACHER, DOMINGA"
ALVAREZ,GORDILLO,2,GUADALUPE,"ALVAREZ GORDILLO, GUADALUPE"
SAENZ-ARROYO,DE LOS COBOS,1,MARIA,"SAENZ-ARROYO DE LOS COBOS, MARIA"
SANCHEZ,RAMIREZ,1,GEORGINA,"SANCHEZ RAMIREZ, GEORGINA"
LIMON,AGUIRRE,1,FERNANDO,"LIMON AGUIRRE, FERNANDO"
WINTON,sin apellido Materno,1,AILSA,"WINTON sin apellido Materno, AILSA"
ROJAS,WIESNER,1,MARTHA,"ROJAS WIESNER, MARTHA"
EVANGELISTA,GARCIA,1,ANGELICA,"EVANGELISTA GARCIA, ANGELICA"
ORTIZ,GOMEZ,C,MARIA,"ORTIZ GOMEZ, MARIA"
ROSSET,sin apellido Materno,3,PETER,"ROSSET sin apellido Materno, PETER"
CORAZA,DE LOS SANTOS,1,ENRIQUE,"CORAZA DE LOS SANTOS, ENRIQUE"
SALDIVAR,MORENO,1,ANTONIO,"SALDIVAR MORENO, ANTONIO"
ZAMORA,LOMELI,1,CARLA,"ZAMORA LOMELI, CARLA"
GIRALDO,PALACIO,1,OMAR,"GIRALDO PALACIO, OMAR"
KECK,sin apellido Materno,1,CHARLES,"KECK sin apellido Materno, CHARLES"
MENA,FARRERA,C,RAMON,"MENA FARRERA, RAMON"
MIER Y TERAN,GIMENEZ CACHO,C,MATEO,"MIER Y TERAN GIMENEZ CACHO, MATEO"
MIRANDA,JUAREZ,1,SARAI,"MIRANDA JUAREZ, SARAI"
